기준연월,지역명,검색량(건)
202301,울산광역시 울주군,15405
202302,울산광역시 울주군,16549
202303,울산광역시 울주군,20140
202304,울산광역시 울주군,18966
202305,울산광역시 울주군,21163
202306,울산광역시 울주군,20860
202307,울산광역시 울주군,23051
202308,울산광역시 울주군,26107
202309,울산광역시 울주군,20724
202310,울산광역시 울주군,23241
202311,울산광역시 울주군,20399
202312,울산광역시 울주군,19517
