기준연월,지역명,검색량(건)
202301,제주특별자치도 제주시 ,151550
202302,제주특별자치도 제주시 ,152028
202303,제주특별자치도 제주시 ,180707
202304,제주특별자치도 제주시 ,172347
202305,제주특별자치도 제주시 ,193276
202306,제주특별자치도 제주시 ,229775
202307,제주특별자치도 제주시 ,249099
202308,제주특별자치도 제주시 ,247523
202309,제주특별자치도 제주시 ,216956
202310,제주특별자치도 제주시 ,210445
202311,제주특별자치도 제주시 ,212626
202312,제주특별자치도 제주시 ,219698
