기준연월,지역명,검색량(건)
202301,부산광역시 서구,12819
202302,부산광역시 서구,14014
202303,부산광역시 서구,15199
202304,부산광역시 서구,14213
202305,부산광역시 서구,15182
202306,부산광역시 서구,16258
202307,부산광역시 서구,16340
202308,부산광역시 서구,18422
202309,부산광역시 서구,15432
202310,부산광역시 서구,15638
202311,부산광역시 서구,16388
202312,부산광역시 서구,18186
