기준연월,지역명,검색량(건)
202301,부산광역시 중구,29526
202302,부산광역시 중구,28863
202303,부산광역시 중구,27619
202304,부산광역시 중구,26254
202305,부산광역시 중구,30139
202306,부산광역시 중구,31664
202307,부산광역시 중구,31514
202308,부산광역시 중구,35959
202309,부산광역시 중구,31137
202310,부산광역시 중구,31982
202311,부산광역시 중구,31725
202312,부산광역시 중구,37073
