기준연월,지역명,검색량(건)
202301,부산광역시 수영구,83334
202302,부산광역시 수영구,83315
202303,부산광역시 수영구,87109
202304,부산광역시 수영구,83888
202305,부산광역시 수영구,100448
202306,부산광역시 수영구,111564
202307,부산광역시 수영구,132872
202308,부산광역시 수영구,162406
202309,부산광역시 수영구,120914
202310,부산광역시 수영구,111744
202311,부산광역시 수영구,102564
202312,부산광역시 수영구,113298
