기준연월,지역명,검색량(건)
202301,대전광역시 동구,15417
202302,대전광역시 동구,15411
202303,대전광역시 동구,18217
202304,대전광역시 동구,17770
202305,대전광역시 동구,20313
202306,대전광역시 동구,19540
202307,대전광역시 동구,20240
202308,대전광역시 동구,21589
202309,대전광역시 동구,20953
202310,대전광역시 동구,21471
202311,대전광역시 동구,20789
202312,대전광역시 동구,21822
