기준연월,지역명,검색량(건)
202305,전라남도 나주시 ,16223
202306,전라남도 나주시 ,15729
202307,전라남도 나주시 ,16444
202308,전라남도 나주시 ,17743
202309,전라남도 나주시 ,15823
202310,전라남도 나주시 ,19558
202311,전라남도 나주시 ,15502
202312,전라남도 나주시 ,16355
202401,전라남도 나주시 ,15164
202402,전라남도 나주시 ,17821
202403,전라남도 나주시 ,15853
202404,전라남도 나주시 ,18388
