기준연월,지역명,검색량(건)
202305,전라남도 담양군 ,21156
202306,전라남도 담양군 ,19435
202307,전라남도 담양군 ,19499
202308,전라남도 담양군 ,22739
202309,전라남도 담양군 ,22910
202310,전라남도 담양군 ,26250
202311,전라남도 담양군 ,23859
202312,전라남도 담양군 ,22482
202401,전라남도 담양군 ,21077
202402,전라남도 담양군 ,22736
202403,전라남도 담양군 ,19723
202404,전라남도 담양군 ,21637
