기준연월,지역명,검색량(건)
202305,전라남도 함평군 ,6105
202306,전라남도 함평군 ,7460
202307,전라남도 함평군 ,6368
202308,전라남도 함평군 ,6194
202309,전라남도 함평군 ,5785
202310,전라남도 함평군 ,6443
202311,전라남도 함평군 ,5670
202312,전라남도 함평군 ,5467
202401,전라남도 함평군 ,4376
202402,전라남도 함평군 ,4819
202403,전라남도 함평군 ,4482
202404,전라남도 함평군 ,7830
