기준연월,지역명,검색량(건)
202301,전라남도 강진군 ,10080
202302,전라남도 강진군 ,9055
202303,전라남도 강진군 ,14379
202304,전라남도 강진군 ,14299
202305,전라남도 강진군 ,16249
202306,전라남도 강진군 ,15370
202307,전라남도 강진군 ,14169
202308,전라남도 강진군 ,13794
202309,전라남도 강진군 ,13153
202310,전라남도 강진군 ,15410
202311,전라남도 강진군 ,13293
202312,전라남도 강진군 ,13733
