기준연월,지역명,검색량(건)
202301,전북특별자치도 고창군 ,7243
202302,전북특별자치도 고창군 ,7210
202303,전북특별자치도 고창군 ,8804
202304,전북특별자치도 고창군 ,10608
202305,전북특별자치도 고창군 ,11138
202306,전북특별자치도 고창군 ,10853
202307,전북특별자치도 고창군 ,9717
202308,전북특별자치도 고창군 ,11193
202309,전북특별자치도 고창군 ,10318
202310,전북특별자치도 고창군 ,13044
202311,전북특별자치도 고창군 ,9748
202312,전북특별자치도 고창군 ,6117
