기준연월,지역명,검색량(건)
202301,전북특별자치도 임실군 ,5347
202302,전북특별자치도 임실군 ,5120
202303,전북특별자치도 임실군 ,5379
202304,전북특별자치도 임실군 ,5571
202305,전북특별자치도 임실군 ,7139
202306,전북특별자치도 임실군 ,5022
202307,전북특별자치도 임실군 ,5656
202308,전북특별자치도 임실군 ,6869
202309,전북특별자치도 임실군 ,5466
202310,전북특별자치도 임실군 ,7322
202311,전북특별자치도 임실군 ,5688
202312,전북특별자치도 임실군 ,6161
