기준연월,지역명,검색량(건)
202301,전북특별자치도 익산시 ,19048
202302,전북특별자치도 익산시 ,18709
202303,전북특별자치도 익산시 ,20750
202304,전북특별자치도 익산시 ,24510
202305,전북특별자치도 익산시 ,26510
202306,전북특별자치도 익산시 ,23485
202307,전북특별자치도 익산시 ,25957
202308,전북특별자치도 익산시 ,28122
202309,전북특별자치도 익산시 ,25017
202310,전북특별자치도 익산시 ,28133
202311,전북특별자치도 익산시 ,26152
202312,전북특별자치도 익산시 ,26468
