기준연월,지역명,검색량(건)
202301,전북특별자치도 순창군 ,3852
202302,전북특별자치도 순창군 ,4475
202303,전북특별자치도 순창군 ,5889
202304,전북특별자치도 순창군 ,5171
202305,전북특별자치도 순창군 ,5332
202306,전북특별자치도 순창군 ,4997
202307,전북특별자치도 순창군 ,4790
202308,전북특별자치도 순창군 ,5285
202309,전북특별자치도 순창군 ,4498
202310,전북특별자치도 순창군 ,5839
202311,전북특별자치도 순창군 ,5752
202312,전북특별자치도 순창군 ,3745
