기준연월,지역명,검색량(건)
202301,경상남도 밀양시 ,11820
202302,경상남도 밀양시 ,13075
202303,경상남도 밀양시 ,13459
202304,경상남도 밀양시 ,12719
202305,경상남도 밀양시 ,14920
202306,경상남도 밀양시 ,14656
202307,경상남도 밀양시 ,16025
202308,경상남도 밀양시 ,17500
202309,경상남도 밀양시 ,13647
202310,경상남도 밀양시 ,14644
202311,경상남도 밀양시 ,14105
202312,경상남도 밀양시 ,12513
