기준연월,지역명,검색량(건)
202301,경상남도 창원시 의창구 ,9904
202302,경상남도 창원시 의창구 ,9298
202303,경상남도 창원시 의창구 ,11551
202304,경상남도 창원시 의창구 ,11801
202305,경상남도 창원시 의창구 ,13539
202306,경상남도 창원시 의창구 ,12727
202307,경상남도 창원시 의창구 ,13710
202308,경상남도 창원시 의창구 ,13410
202309,경상남도 창원시 의창구 ,12708
202310,경상남도 창원시 의창구 ,12742
202311,경상남도 창원시 의창구 ,14062
202312,경상남도 창원시 의창구 ,14495
