기준연월,지역명,검색량(건)
202301,경상남도 합천군 ,5833
202302,경상남도 합천군 ,6204
202303,경상남도 합천군 ,8387
202304,경상남도 합천군 ,8983
202305,경상남도 합천군 ,12681
202306,경상남도 합천군 ,10378
202307,경상남도 합천군 ,8522
202308,경상남도 합천군 ,9228
202309,경상남도 합천군 ,9744
202310,경상남도 합천군 ,14626
202311,경상남도 합천군 ,9729
202312,경상남도 합천군 ,9310
