기준연월,지역명,검색량(건)
202301,경상남도 하동군 ,7397
202302,경상남도 하동군 ,8661
202303,경상남도 하동군 ,14131
202304,경상남도 하동군 ,12294
202305,경상남도 하동군 ,14905
202306,경상남도 하동군 ,11650
202307,경상남도 하동군 ,10594
202308,경상남도 하동군 ,12481
202309,경상남도 하동군 ,9957
202310,경상남도 하동군 ,11620
202311,경상남도 하동군 ,11100
202312,경상남도 하동군 ,8972
