기준연월,지역명,검색량(건)
202301,경상남도 거창군 ,5904
202302,경상남도 거창군 ,7418
202303,경상남도 거창군 ,6712
202304,경상남도 거창군 ,6760
202305,경상남도 거창군 ,9123
202306,경상남도 거창군 ,7848
202307,경상남도 거창군 ,9541
202308,경상남도 거창군 ,10262
202309,경상남도 거창군 ,8774
202310,경상남도 거창군 ,12549
202311,경상남도 거창군 ,9375
202312,경상남도 거창군 ,9629
