기준연월,지역명,검색량(건)
202301,경상남도 의령군 ,3223
202302,경상남도 의령군 ,3988
202303,경상남도 의령군 ,4110
202304,경상남도 의령군 ,4786
202305,경상남도 의령군 ,4360
202306,경상남도 의령군 ,4504
202307,경상남도 의령군 ,5323
202308,경상남도 의령군 ,4812
202309,경상남도 의령군 ,5264
202310,경상남도 의령군 ,5915
202311,경상남도 의령군 ,4222
202312,경상남도 의령군 ,4101
