기준연월,지역명,검색량(건)
202301,경상남도 통영시 ,16138
202302,경상남도 통영시 ,18383
202303,경상남도 통영시 ,21786
202304,경상남도 통영시 ,19915
202305,경상남도 통영시 ,26951
202306,경상남도 통영시 ,28925
202307,경상남도 통영시 ,28928
202308,경상남도 통영시 ,33069
202309,경상남도 통영시 ,24971
202310,경상남도 통영시 ,30198
202311,경상남도 통영시 ,25552
202312,경상남도 통영시 ,23057
