기준연월,지역명,검색량(건)
202301,강원특별자치도 정선군,14468
202302,강원특별자치도 정선군,12969
202303,강원특별자치도 정선군,11747
202304,강원특별자치도 정선군,11322
202305,강원특별자치도 정선군,15358
202306,강원특별자치도 정선군,15453
202307,강원특별자치도 정선군,16667
202308,강원특별자치도 정선군,19997
202309,강원특별자치도 정선군,14406
202310,강원특별자치도 정선군,19034
202311,강원특별자치도 정선군,15681
202312,강원특별자치도 정선군,15762
