기준연월,지역명,검색량(건)
202301,강원특별자치도 홍천군,21173
202302,강원특별자치도 홍천군,17165
202303,강원특별자치도 홍천군,16842
202304,강원특별자치도 홍천군,17179
202305,강원특별자치도 홍천군,20943
202306,강원특별자치도 홍천군,23194
202307,강원특별자치도 홍천군,23999
202308,강원특별자치도 홍천군,27108
202309,강원특별자치도 홍천군,21365
202310,강원특별자치도 홍천군,24791
202311,강원특별자치도 홍천군,21339
202312,강원특별자치도 홍천군,25790
