기준연월,지역명,검색량(건)
202301,강원특별자치도 평창군,28975
202302,강원특별자치도 평창군,27231
202303,강원특별자치도 평창군,19725
202304,강원특별자치도 평창군,19422
202305,강원특별자치도 평창군,27169
202306,강원특별자치도 평창군,31508
202307,강원특별자치도 평창군,33512
202308,강원특별자치도 평창군,40242
202309,강원특별자치도 평창군,31307
202310,강원특별자치도 평창군,33635
202311,강원특별자치도 평창군,30568
202312,강원특별자치도 평창군,33851
