기준연월,지역명,검색량(건)
202301,대구광역시 수성구,48922
202302,대구광역시 수성구,47715
202303,대구광역시 수성구,56187
202304,대구광역시 수성구,56546
202305,대구광역시 수성구,60331
202306,대구광역시 수성구,56644
202307,대구광역시 수성구,56458
202308,대구광역시 수성구,65736
202309,대구광역시 수성구,58728
202310,대구광역시 수성구,62317
202311,대구광역시 수성구,59671
202312,대구광역시 수성구,58754
