기준연월,지역명,검색량(건)
202301,대구광역시 달성군,24926
202302,대구광역시 달성군,23188
202303,대구광역시 달성군,27543
202304,대구광역시 달성군,28760
202305,대구광역시 달성군,30645
202306,대구광역시 달성군,29495
202307,대구광역시 달성군,29019
202308,대구광역시 달성군,32358
202309,대구광역시 달성군,26339
202310,대구광역시 달성군,32765
202311,대구광역시 달성군,27291
202312,대구광역시 달성군,29489
