일시,지역명,시군구,방문자 수
03,전라남도,여수시,7197877
03,전라남도,순천시,7612102
03,전라남도,나주시,3744156
03,전라남도,광양시,3953713
03,전라남도,담양군,2126574
03,전라남도,곡성군,853719
03,전라남도,구례군,1572638
03,전라남도,고흥군,1352491
03,전라남도,보성군,1183283
03,전라남도,화순군,2254329
03,전라남도,장흥군,1177246
03,전라남도,강진군,1187663
03,전라남도,해남군,1764516
03,전라남도,영암군,1963816
03,전라남도,무안군,3012432
03,전라남도,함평군,814988
03,전라남도,영광군,1580574
03,전라남도,장성군,1520472
03,전라남도,완도군,1530797
03,전라남도,진도군,962319
03,전라남도,신안군,1195427
03,전북특별자치도,전주시 완산구,9911272
03,전북특별자치도,전주시 덕진구,9036899
03,전북특별자치도,군산시,8438907
03,전북특별자치도,익산시,8292317
03,전북특별자치도,정읍시,2776501
03,전북특별자치도,남원시,2511498
03,전북특별자치도,김제시,2285640
03,전북특별자치도,완주군,3205862
03,전북특별자치도,진안군,653583
03,전북특별자치도,무주군,954343
03,전북특별자치도,장수군,505557
03,전북특별자치도,임실군,1085503
03,전북특별자치도,순창군,698190
03,전북특별자치도,고창군,1713759
03,전북특별자치도,부안군,1752452
03,제주특별자치도,제주시,1.97E+07
03,제주특별자치도,서귀포시,8397177
03,충청남도,공주시,3570940
03,충청남도,보령시,3742516
03,충청남도,아산시,9385509
03,충청남도,서산시,4868689
03,충청남도,논산시,3787728
03,충청남도,계룡시,1153974
03,충청남도,당진시,5665430
03,충청남도,금산군,2033606
03,충청남도,부여군,2349911
03,충청남도,서천군,2055199
03,충청남도,청양군,880766
03,충청남도,홍성군,2898149
03,충청남도,예산군,2850584
03,충청남도,태안군,2917869
03,충청남도,천안시 동남구,8499969
03,충청남도,천안시 서북구,7554217
03,충청북도,충주시,7799158
03,충청북도,제천시,3332315
03,충청북도,보은군,1165233
03,충청북도,옥천군,1993958
03,충청북도,영동군,1472054
03,충청북도,증평군,1358830
03,충청북도,진천군,2500741
03,충청북도,괴산군,1419754
03,충청북도,음성군,3392842
03,충청북도,단양군,1176593
03,충청북도,청주시 상당구,5640614
03,충청북도,청주시 서원구,4865941
03,충청북도,청주시 흥덕구,7326343
03,충청북도,청주시 청원구,5338348
