일시,지역명,시군구,방문자 수
05,경상북도,영천시,3.10E+07
05,경상북도,상주시,3.47E+07
05,경상북도,문경시,2.40E+07
05,경상북도,경산시,7.60E+07
05,경상북도,의성군,1.74E+07
05,경상북도,청송군,1.07E+07
05,경상북도,영양군,4643932
05,경상북도,영덕군,1.97E+07
05,경상북도,청도군,1.76E+07
05,경상북도,고령군,1.15E+07
05,경상북도,성주군,1.65E+07
05,경상북도,칠곡군,3.99E+07
05,경상북도,예천군,1.85E+07
05,경상북도,봉화군,8838170
05,경상북도,울진군,2.02E+07
05,경상북도,울릉군,4147040
05,광주광역시,동구,5.98E+07
05,광주광역시,서구,1.12E+08
05,광주광역시,남구,4.31E+07
05,광주광역시,북구,1.31E+08
05,광주광역시,광산구,1.28E+08
05,대구광역시,중구,9.19E+07
05,대구광역시,동구,1.30E+08
05,대구광역시,서구,4.26E+07
05,대구광역시,남구,5.17E+07
05,대구광역시,북구,1.40E+08
05,대구광역시,수성구,1.33E+08
05,대구광역시,달서구,1.64E+08
05,대구광역시,달성군,7.03E+07
05,대구광역시,군위군,1.15E+07
05,대전광역시,동구,6.98E+07
05,대전광역시,중구,8.12E+07
05,대전광역시,서구,1.55E+08
05,대전광역시,유성구,1.46E+08
05,대전광역시,대덕구,5.30E+07
05,부산광역시,중구,5.53E+07
05,부산광역시,서구,3.97E+07
05,부산광역시,동구,5.14E+07
05,부산광역시,영도구,4.20E+07
05,부산광역시,부산진구,1.48E+08
05,부산광역시,동래구,8.56E+07
05,부산광역시,남구,8.01E+07
05,부산광역시,북구,7.99E+07
05,부산광역시,해운대구,1.55E+08
05,부산광역시,사하구,7.40E+07
05,부산광역시,금정구,7.38E+07
05,부산광역시,강서구,7.13E+07
05,부산광역시,연제구,5.25E+07
05,부산광역시,수영구,7.06E+07
05,부산광역시,사상구,6.10E+07
05,부산광역시,기장군,7.63E+07
05,서울특별시,종로구,1.99E+08
05,서울특별시,중구,2.09E+08
05,서울특별시,용산구,1.63E+08
05,서울특별시,성동구,1.15E+08
05,서울특별시,광진구,1.47E+08
05,서울특별시,동대문구,1.20E+08
05,서울특별시,중랑구,1.03E+08
05,서울특별시,성북구,1.34E+08
05,서울특별시,강북구,8.23E+07
05,서울특별시,도봉구,7.89E+07
05,서울특별시,노원구,1.71E+08
05,서울특별시,은평구,1.08E+08
05,서울특별시,서대문구,1.47E+08
05,서울특별시,마포구,2.21E+08
05,서울특별시,양천구,9.90E+07
05,서울특별시,강서구,1.71E+08
05,서울특별시,구로구,1.34E+08
05,서울특별시,금천구,6.09E+07
05,서울특별시,영등포구,2.11E+08
05,서울특별시,동작구,1.20E+08
05,서울특별시,관악구,1.35E+08
05,서울특별시,서초구,2.79E+08
05,서울특별시,강남구,4.09E+08
05,서울특별시,송파구,2.78E+08
05,서울특별시,강동구,1.41E+08
05,세종특별자치시,세종특별자치시,1.05E+08
05,울산광역시,중구,6.27E+07
05,울산광역시,남구,1.17E+08
05,울산광역시,동구,4.51E+07
05,울산광역시,북구,6.47E+07
05,울산광역시,울주군,8.17E+07
05,인천광역시,중구,1.41E+08
05,인천광역시,동구,1.83E+07
05,인천광역시,미추홀구,1.16E+08
05,인천광역시,연수구,1.29E+08
05,인천광역시,남동구,1.35E+08
05,인천광역시,부평구,1.29E+08
05,인천광역시,계양구,7.37E+07
05,인천광역시,서구,1.78E+08
05,인천광역시,강화군,3.68E+07
05,인천광역시,옹진군,1.06E+07
05,전라남도,목포시,9.20E+07
05,전라남도,여수시,8.51E+07
05,전라남도,순천시,8.96E+07
05,전라남도,나주시,4.33E+07
05,전라남도,광양시,4.17E+07
05,전라남도,담양군,2.61E+07
05,전라남도,곡성군,1.05E+07
05,전라남도,구례군,1.17E+07
05,전라남도,고흥군,1.69E+07
05,전라남도,보성군,1.43E+07
05,전라남도,화순군,2.72E+07
05,전라남도,장흥군,1.47E+07
05,전라남도,강진군,1.40E+07
05,전라남도,해남군,2.13E+07
05,전라남도,영암군,2.27E+07
05,전라남도,무안군,3.49E+07
05,전라남도,함평군,1.06E+07
05,전라남도,영광군,1.96E+07
05,전라남도,장성군,1.87E+07
05,전라남도,완도군,1.84E+07
05,전라남도,진도군,1.15E+07
05,전라남도,신안군,1.46E+07
05,전북특별자치도,전주시 완산구,1.13E+08
05,전북특별자치도,전주시 덕진구,1.02E+08
05,전북특별자치도,군산시,9.75E+07
05,전북특별자치도,익산시,9.47E+07
05,전북특별자치도,정읍시,3.36E+07
05,전북특별자치도,남원시,2.97E+07
05,전북특별자치도,김제시,2.76E+07
05,전북특별자치도,완주군,3.73E+07
05,전북특별자치도,진안군,8453912
05,전북특별자치도,무주군,1.35E+07
05,전북특별자치도,장수군,6588459
05,전북특별자치도,임실군,1.27E+07
05,전북특별자치도,순창군,9066124
05,전북특별자치도,고창군,2.13E+07
05,전북특별자치도,부안군,2.21E+07
05,제주특별자치도,제주시,2.30E+08
05,제주특별자치도,서귀포시,9.95E+07
05,충청남도,천안시 동남구,9.32E+07
05,충청남도,천안시 서북구,8.19E+07
05,충청남도,공주시,4.33E+07
05,충청남도,보령시,4.60E+07
05,충청남도,아산시,1.04E+08
05,충청남도,서산시,5.71E+07
05,충청남도,논산시,4.25E+07
05,충청남도,계룡시,1.45E+07
05,충청남도,당진시,6.56E+07
05,충청남도,금산군,2.39E+07
05,충청남도,부여군,2.85E+07
05,충청남도,서천군,2.42E+07
05,충청남도,청양군,1.04E+07
05,충청남도,홍성군,3.28E+07
05,충청남도,예산군,3.33E+07
05,충청남도,태안군,3.74E+07
05,충청북도,청주시 상당구,6.52E+07
05,충청북도,청주시 서원구,5.62E+07
05,충청북도,청주시 흥덕구,8.32E+07
05,충청북도,청주시 청원구,5.87E+07
05,충청북도,충주시,8.75E+07
05,충청북도,제천시,4.01E+07
05,충청북도,보은군,1.41E+07
05,충청북도,옥천군,2.32E+07
05,충청북도,영동군,1.80E+07
05,충청북도,증평군,1.59E+07
05,충청북도,진천군,2.99E+07
05,충청북도,괴산군,1.79E+07
05,충청북도,음성군,4.05E+07
05,충청북도,단양군,1.60E+07
