일시,지역명,시군구,방문자 수
01,경기도,부천시 오정구,3584125
01,경상남도,고성군,1542439
01,경상남도,창원시 의창구,6288712
01,경상남도,창원시 성산구,7590037
01,경상남도,창원시 마산합포구,5195874
01,경상남도,창원시 마산회원구,4555931
01,경상남도,창원시 진해구,4050208
01,경상남도,진주시,6813666
01,경상남도,통영시,3490520
01,경상남도,사천시,2896165
01,경상남도,김해시,1.22E+07
01,경상남도,밀양시,2988700
01,경상남도,거제시,8816828
01,경상남도,양산시,8877235
01,경상남도,의령군,776759
01,경상남도,함안군,1766296
01,경상남도,창녕군,1684693
01,경상남도,남해군,1317832
01,경상남도,하동군,956080
01,경상남도,산청군,893181
01,경상남도,함양군,1086998
01,경상남도,거창군,1554901
01,경상남도,합천군,1072144
01,경상북도,경주시,8584009
01,경상북도,김천시,3237868
01,경상북도,안동시,4720589
01,경상북도,구미시,8450691
01,경상북도,영주시,2717605
01,경상북도,영천시,2284638
01,경상북도,상주시,2596331
01,경상북도,문경시,1665873
01,경상북도,경산시,5419210
01,경상북도,의성군,1239130
01,경상북도,청송군,772556
01,경상북도,영양군,329110
01,경상북도,영덕군,1580316
01,경상북도,청도군,1235530
01,경상북도,고령군,841927
01,경상북도,성주군,1247143
01,경상북도,칠곡군,3088122
01,경상북도,예천군,1386824
01,경상북도,봉화군,593655
01,경상북도,울진군,1599520
01,경상북도,울릉군,222728
01,경상북도,포항시 남구,6195649
01,경상북도,포항시 북구,7552146
01,광주광역시,남구,3437918
01,광주광역시,동구,4813074
01,광주광역시,북구,1.05E+07
01,광주광역시,광산구,1.06E+07
01,광주광역시,서구,9186424
01,대구광역시,군위군,808139
01,대구광역시,남구,4216588
01,대구광역시,동구,1.05E+07
01,대구광역시,수성구,1.08E+07
01,대구광역시,달서구,1.35E+07
01,대구광역시,달성군,5342914
01,대구광역시,북구,1.15E+07
01,대구광역시,서구,3498856
01,대구광역시,중구,7641080
01,대전광역시,동구,5462684
01,대전광역시,유성구,1.20E+07
01,대전광역시,대덕구,4106316
01,대전광역시,서구,1.31E+07
01,대전광역시,중구,6605825
01,부산광역시,강서구,5873951
01,부산광역시,영도구,3415141
01,부산광역시,부산진구,1.24E+07
01,부산광역시,동래구,7065232
01,부산광역시,해운대구,1.29E+07
01,부산광역시,사하구,6007177
01,부산광역시,금정구,5927023
01,부산광역시,남구,6489177
01,부산광역시,연제구,4269806
01,부산광역시,수영구,5664181
01,부산광역시,사상구,5019281
01,부산광역시,기장군,6065010
01,부산광역시,동구,4203661
01,부산광역시,북구,6616798
01,부산광역시,서구,3258019
01,부산광역시,중구,4530850
01,서울특별시,종로구,1.60E+07
01,서울특별시,강서구,1.39E+07
01,서울특별시,용산구,1.28E+07
01,서울특별시,성동구,9346984
01,서울특별시,광진구,1.17E+07
01,서울특별시,동대문구,9666729
01,서울특별시,중랑구,8341039
01,서울특별시,성북구,1.07E+07
01,서울특별시,강북구,6649322
01,서울특별시,도봉구,6277157
01,서울특별시,노원구,1.37E+07
01,서울특별시,은평구,8251091
01,서울특별시,서대문구,1.19E+07
01,서울특별시,마포구,1.79E+07
01,서울특별시,양천구,8112131
01,서울특별시,구로구,1.07E+07
01,서울특별시,금천구,5048064
01,서울특별시,영등포구,1.75E+07
01,서울특별시,동작구,9655126
01,서울특별시,관악구,1.12E+07
01,서울특별시,서초구,2.36E+07
01,서울특별시,강남구,3.54E+07
01,서울특별시,송파구,2.29E+07
01,서울특별시,강동구,1.13E+07
01,서울특별시,중구,1.71E+07
01,세종특별자치시,세종특별자치시,8530972
01,울산광역시,남구,9681349
01,울산광역시,동구,3698663
01,울산광역시,북구,5384162
01,울산광역시,울주군,6607721
01,울산광역시,중구,5069626
01,인천광역시,동구,1488089
01,인천광역시,미추홀구,9211276
01,인천광역시,연수구,1.05E+07
01,인천광역시,남동구,1.09E+07
01,인천광역시,부평구,1.03E+07
01,인천광역시,계양구,5780771
01,인천광역시,강화군,2687172
01,인천광역시,옹진군,618660
01,인천광역시,서구,1.45E+07
01,인천광역시,중구,1.24E+07
01,전라남도,목포시,7531005
01,전라남도,여수시,6833289
01,전라남도,순천시,7008275
01,전라남도,나주시,3334719
01,전라남도,광양시,3311795
01,전라남도,담양군,1917414
01,전라남도,곡성군,681824
01,전라남도,구례군,746805
01,전라남도,고흥군,1257139
01,전라남도,보성군,1064519
01,전라남도,화순군,2094375
01,전라남도,장흥군,1132013
01,전라남도,강진군,1055206
01,전라남도,해남군,1620896
01,전라남도,영암군,1706546
01,전라남도,무안군,2717138
01,전라남도,함평군,719052
01,전라남도,영광군,1526043
01,전라남도,장성군,1293797
01,전라남도,완도군,1493233
01,전라남도,진도군,917305
01,전라남도,신안군,1020476
01,전북특별자치도,전주시 완산구,9297560
01,전북특별자치도,전주시 덕진구,8289642
01,전북특별자치도,군산시,7722586
01,전북특별자치도,익산시,7626234
01,전북특별자치도,정읍시,2576694
01,전북특별자치도,남원시,2224915
01,전북특별자치도,김제시,2065946
01,전북특별자치도,완주군,2808945
01,전북특별자치도,진안군,555806
01,전북특별자치도,무주군,1359905
01,전북특별자치도,장수군,446237
01,전북특별자치도,임실군,809787
01,전북특별자치도,순창군,577363
01,전북특별자치도,고창군,1446689
01,전북특별자치도,부안군,1603071
01,제주특별자치도,제주시,1.90E+07
01,제주특별자치도,서귀포시,8276173
01,충청남도,공주시,3079224
01,충청남도,보령시,3480415
01,충청남도,아산시,8279957
01,충청남도,서산시,4400489
01,충청남도,논산시,3276456
01,충청남도,계룡시,1185000
01,충청남도,당진시,5024426
01,충청남도,금산군,1791832
01,충청남도,부여군,2124732
01,충청남도,서천군,1818732
01,충청남도,청양군,851083
01,충청남도,홍성군,2631834
01,충청남도,예산군,2607136
01,충청남도,태안군,2442154
01,충청남도,천안시 동남구,7219320
01,충청남도,천안시 서북구,6857061
01,충청북도,충주시,6941701
01,충청북도,제천시,2911700
01,충청북도,보은군,867564
01,충청북도,옥천군,1710445
01,충청북도,영동군,1352229
01,충청북도,증평군,1258859
01,충청북도,진천군,2255702
01,충청북도,괴산군,1147119
01,충청북도,음성군,3020728
01,충청북도,단양군,1047031
01,충청북도,청주시 상당구,5048982
01,충청북도,청주시 서원구,4193097
01,충청북도,청주시 흥덕구,6715304
01,충청북도,청주시 청원구,4842530
