LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
1020246,울산 영남알프스 쿡온천,44952,울산광역시 울주군 상북면 알프스온천2길 85-13
1020247,울릉 아라 호텔,40219,경상북도 울릉군 울릉읍 봉래2길 20-12
1020250,경산 SOME (썸),38631,경상북도 경산시 중앙로18길 33
1020251,동해 별 무인텔,25735,강원도 동해시 부곡로 9 (부곡동)
1020256,울릉 황제 호텔,40219,경상북도 울릉군 울릉읍 봉래2길 22
1020258,대전 산내 TWO 무인텔,34708,대전광역시 동구 물류로13번길 63
1020259,면목 597,02232,서울특별시 중랑구 동일로 597
1020263,전주 우아동 월드,54817,전라북도 전주시 덕진구 동부대로 700-11
1020265,광주 상무 M,61964,광주광역시 서구 상무평화로 130
1020266,영주 모텔2010,36020,경상북도 영주시 풍기읍 죽령로 1706
1020267,완도 XYM,59123,전라남도 완도군 완도읍 중앙길 21
1020270,산본 CF,15865,경기도 군포시 번영로 497 (금화프라자)
1020272,김제 준 드라이브인 무인텔,54354,전라북도 김제시 황산면 풍요로 516-9 516-11
1020273,함안 The Moon(더문),52046,경상남도 함안군 가야읍 중앙남1길 25-13
1020274,노원 에이플러스 호텔,01689,서울특별시 노원구 노해로75길 20-21
1020276,종로(동묘앞역) 호텔아라,03115,서울특별시 종로구 난계로29길 60 (숭인동)
1020278,금호 스타장,04729,서울특별시 성동구 독서당로 315-9
1020279,가평 썬파인,12463,경기도 가평군 설악면 한서로 434
1020282,독산 휴,08541,서울특별시 금천구 독산로 327 (독산동)
1020284,부산 서면 더블린,47287,부산광역시 부산진구 가야대로784번길 56-12
1020285,부산 연산 샤이어,47549,부산광역시 연제구 반송로 18-6 (연산동)
1020287,태안 (펜션형) 파인트리 무인텔,32146,충청남도 태안군 태안읍 안면대로 70-1
1020288,천안 티파니,31123,충청남도 천안시 동남구 먹거리5길 16 (첼로파크)
1020289,미아 9 모텔,01221,서울특별시 강북구 도봉로6길 32 (미아동)
1020294,천안(신부동) 뷰,31123,충청남도 천안시 동남구 먹거리5길 18
1020295,경주 조이(JOY),38019,경상북도 경주시 안강읍 화전중앙길 5
1020296,부산 사상 비치,46964,부산광역시 사상구 사상로 224 (괘법동)
1020300,여주 리버뷰 모텔,12634,경기도 여주시 강변유원지길 78-37
1020301,제주 삼다호텔,63114,제주특별자치도 제주시 서해안로 456-6 (용담3동)
1020306,담양 굿비즈니스 호텔,57392,전라남도 담양군 가사문학면 가사문학로 1157
1020309,포항 죽도동 갤러리 호텔,37758,경상북도 포항시 북구 중흥로101번길 16-8 (죽도동)
1020311,안산 건건동 오투(O2),15521,경기도 안산시 상록구 건지미길 15-24
1020313,부산 하단 해원,49312,부산광역시 사하구 낙동남로1389번길 10-5
1020314,부천 돈키호텔1,14636,경기도 부천시 부일로432번길 36 (심곡동)
1020316,익산 뚜벅텔 모현점,54660,전라북도 익산시 배산로6길 25 (모현동1가)
1020319,진주 뉴월드,52678,경상남도 진주시 순환로573번길 5
1020322,부산 명지 넘버25 명지오션시티점 비즈니스,46765,부산광역시 강서구 명지오션시티3로 41 (명지동)
1020323,횡성 코레스코 치악산 콘도,25250,강원도 횡성군 우천면 전재로 254
1020325,군산 호텔 MH,54026,전라북도 군산시 장미2길 10
1020327,경산 호텔 하루,38628,경상북도 경산시 중앙로 72-6
1020328,전주 우아동 하얏트,54910,전라북도 전주시 덕진구 도당산로 65
1020329,창원 상남동 찰리스,51503,경남 창원시 성산구 마디미로64번길 1 (상남동)
1020330,당진 예그린,31748,충청남도 당진시 신평면 거산3거리길 11-11
1020332,전주 우아동 센트,54910,전라북도 전주시 덕진구 동부대로 673-6 (우아동3가)
1020333,부산 기장 드림,46056,부산광역시 기장군 기장읍 차성로 398
1020334,전주 우아동 필,54910,전라북도 전주시 덕진구 도당산로 65-4
1020335,부산 사상 블랙,46964,부산광역시 사상구 사상로212번길 21
1020336,부산역 플러스,48798,부산광역시 동구 중앙대로241번길 5 (초량동)
1020338,산본 YAJA 산본역점,15865,경기 군포시 번영로 515 (산본동)
1020339,남원 다빈치,55749,전라북도 남원시 충정로 88 (향교동)
1020341,부산 광안리 누리 호텔,48303,부산광역시 수영구 남천바다로33번길 86
1020342,부산 서면 이그니스,47353,부산광역시 부산진구 황령대로 19
1020345,춘천 HOTEL 라벤다,24369,강원도 춘천시 남춘로5번길 10-2 (퇴계동)
1020350,창녕 남지 토마토 호텔,50356,경상남도 창녕군 남지읍 남지중앙1길 53-3
1020352,원주 뉴스카이,26316,강원도 원주시 태장둔치길 5
1020353,춘천 세그루 게스트하우스,24461,강원도 춘천시 서면 금산2길 22-3
1020366,여수 모이리 게스트하우스,59763,전라남도 여수시 봉산남6길 11-17
1020374,영천 에코,38874,경북 영천시 금호읍 금호로 368
1020378,안산 Boutique Hotel 레니엘,15361,경기도 안산시 단원구 고잔2길 65 (고잔동)
1020379,의왕 IMT,16037,경기도 의왕시 갈미안로 9 (IMT호텔)
1020380,화곡 파스텔,07777,서울특별시 강서구 강서로7길 23
1020388,수원(영화동) 허브,16269,경기도 수원시 장안구 팔달로279번길 31 (영화동)
1020397,대구 현풍 더 디종호텔,43017,대구광역시 달성군 현풍읍 테크노공원로 31
1020408,나주 벌꿀 호텔,58264,전라남도 나주시 영산포로 293
1020414,파주 하이무인텔,10862,경기도 파주시 탄현면 필승로 487-21
1020416,광명(철산) 블랑,14240,경기 광명시 디지털로 17 (철산동)
1020421,공주(동학사) 명작무인텔,32622,충청남도 공주시 반포면 임금봉길 49-16
1020423,창원 마산 화이트,51746,경상남도 창원시 마산합포구 월영동11길 5 (해운동)
1020424,광주 첨단 HOTEL VIEW(뷰),62277,광주광역시 광산구 임방울대로826번길 22-19
1020425,성남 하이눈,13316,경기도 성남시 수정구 성남대로1226번길 3
1020427,부산 송도 휴,49269,부산광역시 서구 충무대로34번길 37-2
1020428,안성 뉴리베라,17559,경기도 안성시 공도읍 서동대로 4334-7
1020430,전주 대명여관 게스트하우스,55043,전라북도 전주시 완산구 풍남문4길 25-10 (중앙동4가)
1020431,곡성 에이스 무인텔,57531,전라남도 곡성군 오곡면 섬진강로 1080-1
1020434,인천(석남동) 스위치,22801,인천광역시 서구 옻우물로 16
1020435,대구 대명동 그린빌,42474,대구광역시 남구 대명로 129-2 (대명동)
1020436,부산 괴정 로망스,49381,부산광역시 사하구 사하로 201-5 (괴정동)
1020438,서울대입구 린,08787,서울특별시 관악구 남부순환로220길 34 (베스테이린빌딩)
1020445,파주 시크릿,10845,경기도 파주시 탄현면 엘씨디로241번길 50-3
1020451,부산 용호동 아데나 호텔,48567,부산광역시 남구 동명로132번길 21 (Motel BOBOS)
1020453,광양 J 무인텔,57761,전라남도 광양시 광양읍 예구10길 61
1020458,부산 동래 락,47738,부산광역시 동래구 명륜로 125
1020459,사천 다이아몬드,52519,경상남도 사천시 사천읍 역사길 19
1020461,하동 가비원,52303,경상남도 하동군 화개면 화개로 13
1020462,창원 마산 합성동 샾,51357,경상남도 창원시 마산회원구 합성남7길 33
1020463,창원 상남동 마틴(MARTIN),51495,경상남도 창원시 성산구 마디미로 10 (상남동)
1020474,함안 락 무인텔,52062,경상남도 함안군 군북면 장백로 299-48
1020475,창원 마산 합성동 와(WA),51357,경남 창원시 마산회원구 합성남3길 25
1020479,목동 ADO HOTEL(아도),07943,서울특별시 양천구 오목로 153 (신정동)
1020486,대부도 뷰,15652,경기 안산시 단원구 대부황금로 95-8 (선감동)
1020491,양평 리베리온 호텔,12502,경기 양평군 서종면 북한강로 1005
1020492,창원 진해 38.5c,51679,경상남도 창원시 진해구 충장로82번길 15 (송학동)
1020493,고창 호텔 모양성,56430,전라북도 고창군 고창읍 중앙로 331
1020494,대구 동대구역 오션,41249,대구광역시 동구 동부로24길 41
1020499,인천(경인교대) 어썸호텔,21053,인천광역시 계양구 계산천동로 11-2
1020501,시흥 세븐헤르츠,15066,경기 시흥시 중심상가로 202-10 (정왕동)
1020505,인천(부평) Boutique노리터 호텔,21395,인천 부평구 시장로12번길 28 (부평동)
1020508,부산 남포동 프린스,48980,부산광역시 중구 광복로 16-1 (부평동1가)
1020509,창원 북면 바오밥,51101,경상남도 창원시 의창구 북면 천주로 1165번길13
1020513,공주 뮤,32595,충청남도 공주시 시목길 49
1020514,창원 명서동 호텔 잇츠,51388,경상남도 창원시 의창구 창이대로95번길 9 (명서동)
1020515,수원(연무동) 나무,16214,경기도 수원시 장안구 창훈로80번길 18 (연무동)
1020519,김천 원,39627,경상북도 김천시 부곡중앙길 6-7
1020520,울산 삼산 YAM 울산삼산점 (태화강 인근),44716,울산 남구 삼산로402번길 7 (삼산동)
1020521,김천 아미가,39627,경상북도 김천시 부곡중앙2길 17 (부곡동)
1020526,구미 인동 호텔여기어때 2호점,39430,경상북도 구미시 인동중앙로3길 44-3
1020530,전주 덕진동 호텔 히든(HOTEL HIDDEN),54897,전라북도 전주시 덕진구 덕진연못2길 9-5
1020532,대구 범어 프린스,42019,대구광역시 수성구 상록로 14 (범어동)
1020533,대구 본리동 온(ON),42684,대구광역시 달서구 대명천로 203
1020534,구례 노고단 게스트하우스,57604,전남 구례군 산동면 하관1길 40
1020536,제주 미소 게스트하우스,63166,제주특별자치도 제주시 관덕로 41 (일도1동)
1020537,전주 우아동 청담,54909,전라북도 전주시 덕진구 우아3길 13
1020538,부산 온천장 MVG,47715,부산광역시 동래구 금강로62번길 38-4 (온천동)
1020542,김해 장유 초코렛,51004,경상남도 김해시 삼문로 5(대청동)
1020543,안산 와(WA),15361,경기 안산시 단원구 중앙대로 907 (고잔동)
1020549,부산 사상 캄 레스트 호텔,46986,부산광역시 사상구 학감대로237번길 12 (감전동)
1020550,울산 삼산 명품 코보스,44712,울산광역시 남구 삼산로383번길 6-4
1020551,대구 팔공 에밀리아호텔,41007,대구광역시 동구 팔공산로 1121 (용수동)
3000004,안성 W,17518,경기도 안성시 죽산면 죽양대로 139
3000008,익산 마리,54660,전북 익산시 배산로6길 26 (송학동)
3000014,안동 카라,36701,경상북도 안동시 중앙로 54
3000015,구미 원평동 유토피아,39230,경상북도 구미시 송원서로6길 19-4
3000016,포천 드라이브인 솔 무인텔,11187,경기 포천시 소흘읍 광릉수목원로 724-26
3000017,건대 스테이,04801,서울특별시 성동구 광나루로9길 6
3000019,구미 원평동 호텔여기어때 1호점,39230,경상북도 구미시 구미중앙로33길 26
3000021,대전 용문 보보스 더 스마트,35299,대전 서구 용문로 41-54 (괴정동)
3000023,여수 아리랑힐,59639,전라남도 여수시 성산3길 21-4 (화장동)
3000025,정읍 H 호텔,56165,전라북도 정읍시 중앙로 199 (시기동)
3000032,경주 엔젤,38143,경상북도 경주시 화랑로 43-7
3000034,울산 일산 VIP 호텔,44057,울산광역시 동구 해수욕장2길 69 (일산동)
3000035,대구 동천동 스위트호텔(Sweet hotel),41423,대구광역시 북구 동천로 138-14
3000036,경주 카리브,38219,경상북도 경주시 양남면 동해안로 415-5
3000037,울산 신정동 비너스,44667,울산광역시 남구 두왕로329번길 8 (신정동)
3000038,대구 동성로 B&B(비앤비),41934,대구광역시 중구 중앙대로81길 104 (남성로)
3000044,안동 호텔궁,36743,경상북도 안동시 앙실로 37 (수상동)
3000049,순천 9to9,57993,전라남도 순천시 하풍동길 1
3000050,창원 북면 아테네,51101,경상남도 창원시 의창구 북면 천주로1165번길 51
3000054,부안 명성,56307,전라북도 부안군 부안읍 석정로 205-27 (명성모텔)
3000055,창원 마산 에로스,51329,경상남도 창원시 마산합포구 산호북19길 20 (산호동)
3000056,거제도 장승포 라이트하우스호텔,53319,경상남도 거제시 장승포로 101
3000057,정읍 애플,56158,전라북도 정읍시 연지1길 56
3000058,부안 피아노,56308,전라북도 부안군 부안읍 석정로 202
3000060,정읍 아쿠아,56159,전라북도 정읍시 명덕로 65-11 (연지동)
3000061,부안 변산 호텔 원,56337,전라북도 부안군 변산면 채석강길 33
3000064,김포 H,10098,경기도 김포시 중구로 51 (북변동)
3000067,군산 피카소,54026,전라북도 군산시 장미2길 8 (장미동)
3000070,서귀포 캘리포니아호텔,63566,제주특별자치도 서귀포시 김정문화로27번길 14-4 (강정동)
3000071,제주 송원모텔,63592,제주특별자치도 서귀포시 천지로 31 (서귀동)
3000089,성남 BOX,13292,경기 성남시 수정구 탄리로74번길 7 (태평동)
3000090,서귀포 퍼블리코,63566,제주특별자치도 서귀포시 신서로48번길 20-9
3000094,충주 로망스,27425,충청북도 충주시 봉방5길 2
3000100,서귀포(성산) 프린스,63640,제주특별자치도 서귀포시 성산읍 동류암로36번길 2
3000102,여수 엑스포,59730,전라남도 여수시 관문서2길 7
3000103,장흥 피아노,59327,전라남도 장흥군 장흥읍 물레방앗간길 17
3000105,제주 영성모텔,63264,제주특별자치도 제주시 동문로10길 1
3000109,의왕 로블,16037,경기도 의왕시 갈미안로 17
3000110,시흥 YAJA 시흥정왕점,15040,경기 시흥시 옥구상가4길 8-6 (정왕동)
3000111,부산 구포 이데아,46501,부산 북구 구포만세길 143 (구포동)
3000113,제주 세종호텔,63132,제주특별자치도 제주시 신광로 74
3000118,부산 송정 베이 호텔,48068,부산광역시 해운대구 해운대로1105번길 9 (송정동)
3000128,전주 중화산동 화려한외출Ⅱ,54985,전라북도 전주시 완산구 한두평2길 8-11 (중화산동2가)
3000130,제주 메이저호텔1,63136,제주특별자치도 제주시 사장3길 36 (연동)
3000132,평택 월 호텔,17885,경기도 평택시 평택5로96번길 35 (비전동)
3000133,아산 시크릿 무인텔,31442,충청남도 아산시 음봉면 아산온천로157번길 7-16
