일시,지역명,시군구,방문자 수
02,경상북도,봉화군,650124
02,경상북도,울진군,1558477
02,경상북도,울릉군,206275
02,경상북도,포항시 남구,5877365
02,경상북도,포항시 북구,7340112
02,광주광역시,남구,3394730
02,광주광역시,동구,4603501
02,광주광역시,북구,1.02E+07
02,광주광역시,광산구,1.01E+07
02,광주광역시,서구,8759797
02,대구광역시,군위군,936020
02,대구광역시,남구,4073908
02,대구광역시,동구,1.05E+07
02,대구광역시,수성구,1.04E+07
02,대구광역시,달서구,1.31E+07
02,대구광역시,달성군,5323770
02,대구광역시,북구,1.11E+07
02,대구광역시,서구,3430398
02,대구광역시,중구,7339290
02,대전광역시,동구,5444849
02,대전광역시,유성구,1.11E+07
02,대전광역시,대덕구,3959968
02,대전광역시,서구,1.23E+07
02,대전광역시,중구,6416732
02,부산광역시,강서구,5532275
02,부산광역시,영도구,3233611
02,부산광역시,부산진구,1.16E+07
02,부산광역시,동래구,6755250
02,부산광역시,해운대구,1.22E+07
02,부산광역시,사하구,5830335
02,부산광역시,금정구,5815585
02,부산광역시,남구,6228067
02,부산광역시,연제구,4074175
02,부산광역시,수영구,5453246
02,부산광역시,사상구,4807067
02,부산광역시,기장군,5985468
02,부산광역시,동구,4140601
02,부산광역시,북구,6411178
02,부산광역시,서구,3127009
02,부산광역시,중구,4278848
02,서울특별시,종로구,1.46E+07
02,서울특별시,강서구,1.29E+07
02,서울특별시,용산구,1.21E+07
02,서울특별시,성동구,8602441
02,서울특별시,광진구,1.10E+07
02,서울특별시,동대문구,9135835
02,서울특별시,중랑구,8036478
02,서울특별시,성북구,1.02E+07
02,서울특별시,강북구,6516912
02,서울특별시,도봉구,6150600
02,서울특별시,노원구,1.33E+07
02,서울특별시,은평구,7923782
02,서울특별시,서대문구,1.10E+07
02,서울특별시,마포구,1.66E+07
02,서울특별시,양천구,7610051
02,서울특별시,구로구,1.01E+07
02,서울특별시,금천구,4570956
02,서울특별시,영등포구,1.57E+07
02,서울특별시,동작구,9017060
02,서울특별시,관악구,1.04E+07
02,서울특별시,서초구,2.08E+07
02,서울특별시,강남구,3.02E+07
02,서울특별시,송파구,2.09E+07
02,서울특별시,강동구,1.06E+07
02,서울특별시,중구,1.54E+07
02,세종특별자치시,세종특별자치시,8089221
02,울산광역시,남구,8923630
02,울산광역시,동구,3398512
02,울산광역시,북구,5011494
02,울산광역시,울주군,6255612
02,울산광역시,중구,4727946
02,인천광역시,동구,1391144
02,인천광역시,미추홀구,9012004
02,인천광역시,연수구,1.01E+07
02,인천광역시,남동구,1.06E+07
02,인천광역시,부평구,1.04E+07
02,인천광역시,계양구,5801852
02,인천광역시,강화군,2748713
02,인천광역시,옹진군,660285
02,인천광역시,서구,1.39E+07
02,인천광역시,중구,1.22E+07
02,전라남도,목포시,7322754
02,전라남도,여수시,6606792
02,전라남도,순천시,6893528
02,전라남도,나주시,3316956
02,전라남도,광양시,3234310
02,전라남도,담양군,1982401
02,전라남도,곡성군,756269
02,전라남도,구례군,818267
02,전라남도,고흥군,1348617
02,전라남도,보성군,1118231
02,전라남도,화순군,2109391
02,전라남도,장흥군,1151996
02,전라남도,강진군,1091904
02,전라남도,해남군,1674427
02,전라남도,영암군,1661764
02,전라남도,무안군,2662824
02,전라남도,함평군,772767
02,전라남도,영광군,1498871
02,전라남도,장성군,1362085
02,전라남도,완도군,1442210
02,전라남도,진도군,923092
02,전라남도,신안군,1010725
02,전북특별자치도,전주시 완산구,9022374
02,전북특별자치도,전주시 덕진구,7995357
02,전북특별자치도,군산시,7585792
02,전북특별자치도,익산시,7461913
02,전북특별자치도,정읍시,2663005
02,전북특별자치도,남원시,2272725
02,전북특별자치도,김제시,2134471
02,전북특별자치도,완주군,2778106
02,전북특별자치도,진안군,593799
02,전북특별자치도,무주군,1183068
02,전북특별자치도,장수군,494528
02,전북특별자치도,임실군,969432
02,전북특별자치도,순창군,651396
02,전북특별자치도,고창군,1544330
02,전북특별자치도,부안군,1658401
02,제주특별자치도,제주시,1.76E+07
02,제주특별자치도,서귀포시,7540140
02,충청남도,공주시,3142577
02,충청남도,보령시,3434658
02,충청남도,아산시,7973334
02,충청남도,서산시,4294257
02,충청남도,논산시,3305468
02,충청남도,계룡시,1078713
02,충청남도,당진시,5026438
02,충청남도,금산군,1788006
02,충청남도,부여군,2183678
02,충청남도,서천군,1839003
02,충청남도,청양군,802646
02,충청남도,홍성군,2587849
02,충청남도,예산군,2614408
02,충청남도,태안군,2488974
02,충청남도,천안시 동남구,7142863
02,충청남도,천안시 서북구,6388883
02,충청북도,충주시,7051213
02,충청북도,제천시,2955619
02,충청북도,보은군,1050446
02,충청북도,옥천군,1829315
02,충청북도,영동군,1372189
02,충청북도,증평군,1228648
02,충청북도,진천군,2117320
02,충청북도,괴산군,1317323
02,충청북도,음성군,2949190
02,충청북도,단양군,1178222
02,충청북도,청주시 상당구,5003528
02,충청북도,청주시 서원구,4149415
02,충청북도,청주시 흥덕구,6374138
02,충청북도,청주시 청원구,4608278
