기준연월,지역명,검색량(건)
202301,경상북도 고령군 ,5672
202302,경상북도 고령군 ,5510
202303,경상북도 고령군 ,7751
202304,경상북도 고령군 ,6736
202305,경상북도 고령군 ,6642
202306,경상북도 고령군 ,6346
202307,경상북도 고령군 ,6747
202308,경상북도 고령군 ,7762
202309,경상북도 고령군 ,5922
202310,경상북도 고령군 ,7890
202311,경상북도 고령군 ,7490
202312,경상북도 고령군 ,7349
