기준연월,지역명,검색량(건)
202301,경상북도 울진군 ,8528
202302,경상북도 울진군 ,8310
202303,경상북도 울진군 ,7699
202304,경상북도 울진군 ,10505
202305,경상북도 울진군 ,9745
202306,경상북도 울진군 ,11556
202307,경상북도 울진군 ,12025
202308,경상북도 울진군 ,14195
202309,경상북도 울진군 ,11085
202310,경상북도 울진군 ,11282
202311,경상북도 울진군 ,10517
202312,경상북도 울진군 ,12041
