기준연월,지역명,검색량(건)
202301,경상북도 안동시 ,19671
202302,경상북도 안동시 ,18483
202303,경상북도 안동시 ,19669
202304,경상북도 안동시 ,24088
202305,경상북도 안동시 ,23985
202306,경상북도 안동시 ,23802
202307,경상북도 안동시 ,22382
202308,경상북도 안동시 ,27149
202309,경상북도 안동시 ,22289
202310,경상북도 안동시 ,29056
202311,경상북도 안동시 ,27556
202312,경상북도 안동시 ,23168
