기준연월,지역명,검색량(건)
202301,경상북도 예천군 ,5438
202302,경상북도 예천군 ,5158
202303,경상북도 예천군 ,5759
202304,경상북도 예천군 ,7859
202305,경상북도 예천군 ,7327
202306,경상북도 예천군 ,6386
202307,경상북도 예천군 ,28378
202308,경상북도 예천군 ,10491
202309,경상북도 예천군 ,7575
202310,경상북도 예천군 ,6742
202311,경상북도 예천군 ,7582
202312,경상북도 예천군 ,7794
