기준연월,지역명,검색량(건)
202301,경상북도 청도군 ,7671
202302,경상북도 청도군 ,8170
202303,경상북도 청도군 ,10725
202304,경상북도 청도군 ,10884
202305,경상북도 청도군 ,10808
202306,경상북도 청도군 ,11605
202307,경상북도 청도군 ,10381
202308,경상북도 청도군 ,13314
202309,경상북도 청도군 ,10189
202310,경상북도 청도군 ,12983
202311,경상북도 청도군 ,12308
202312,경상북도 청도군 ,9987
