기준연월,지역명,검색량(건)
202301,경상북도 영양군 ,7088
202302,경상북도 영양군 ,8114
202303,경상북도 영양군 ,9271
202304,경상북도 영양군 ,11267
202305,경상북도 영양군 ,11303
202306,경상북도 영양군 ,10801
202307,경상북도 영양군 ,10093
202308,경상북도 영양군 ,11469
202309,경상북도 영양군 ,10661
202310,경상북도 영양군 ,10788
202311,경상북도 영양군 ,10916
202312,경상북도 영양군 ,9110
