기준연월,지역명,검색량(건)
202301,충청북도 진천군 ,7430
202302,충청북도 진천군 ,7131
202303,충청북도 진천군 ,9123
202304,충청북도 진천군 ,8820
202305,충청북도 진천군 ,11037
202306,충청북도 진천군 ,10050
202307,충청북도 진천군 ,9062
202308,충청북도 진천군 ,11104
202309,충청북도 진천군 ,9264
202310,충청북도 진천군 ,9980
202311,충청북도 진천군 ,9813
202312,충청북도 진천군 ,8655
