기준연월,지역명,검색량(건)
202301,충청남도 금산군 ,5038
202302,충청남도 금산군 ,4194
202303,충청남도 금산군 ,8431
202304,충청남도 금산군 ,8603
202305,충청남도 금산군 ,7196
202306,충청남도 금산군 ,6562
202307,충청남도 금산군 ,6463
202308,충청남도 금산군 ,7744
202309,충청남도 금산군 ,8631
202310,충청남도 금산군 ,8889
202311,충청남도 금산군 ,6834
202312,충청남도 금산군 ,5319
