기준연월,지역명,검색량(건)
202301,충청남도 서천군 ,5449
202302,충청남도 서천군 ,5618
202303,충청남도 서천군 ,8468
202304,충청남도 서천군 ,7681
202305,충청남도 서천군 ,9846
202306,충청남도 서천군 ,8082
202307,충청남도 서천군 ,7923
202308,충청남도 서천군 ,8035
202309,충청남도 서천군 ,8256
202310,충청남도 서천군 ,7586
202311,충청남도 서천군 ,6708
202312,충청남도 서천군 ,5199
